Authors,License,Link,Title,Community,Description,Discipline,FileFormat,Keywords,Language,LearningResourceType,MediaType,ProficiencyLevel,PublicationDate,TargetGroup,RelatedWork,Size,Version,uuid
"Fazeli, Elnaz",CC-BY-4.0,https://doi.org/10.5281/zenodo.10679054,My Journey Through Bioimage Analysis Teaching Methods From Classroom to Cloud,,"In these slides I introducemy journey through teaching bioimage analysis courses in different formats, from in person courses to online material. I have an overview of different training formats and comparing these for different audiences.&nbsp;",Unknown,.pdf,Teaching * include in DALIA,en,Presentation,presentation,competent,2024-02-19,Unknown,Unknown,Unknown,Unknown,10a61037-89b7-415d-bd15-2e45a12538f9
"Haase, Robert",CC-BY-4.0,https://doi.org/10.5281/zenodo.10654775,Cultivating Open Training,,"In these slides introduce current challenges and potential solutions for openly sharing training materials, softly focusing on bio-image analysis. In this field a lot of training materials circulate in private channels, but openly shared, reusable materials, according to the FAIR-principles, are still rare. Using the CC-BY license and publicly acessible repositories are proposed to fill this gap.",Unknown,.pptx,Teaching * include in DALIA,en,Presentation,presentation,advanced beginner,2024-02-14,Unknown,Unknown,Unknown,Unknown,f912e555-fb94-497f-834b-ac06512fd13a
"Albert, Marvin",BSD-3-Clause,https://m-albert.github.io/elastix_tutorial/intro.html,Elastix tutorial,,Tutorial material for teaching the basics of (itk-)elastix for image registration in microscopy images.,Unknown,Unknown,Image Registration * Itk * Elastix * include in DALIA,,Other * Code Notebook,code,advanced beginner,,Unknown,Unknown,Unknown,Unknown,2afdf6ac-474a-4161-a2b6-18cdc8896b01
"Sobolewski, Peter",MIT,https://thejacksonlaboratory.github.io/intro-napari-slides/#/section,Intro napari slides,,Introduction to napari workshop run at JAX (Spring 2024).,Unknown,Unknown,Napari * include in DALIA,,Presentation,presentation,advanced beginner,,Unknown,Unknown,Unknown,Unknown,8fa5a183-2be2-4ea1-a624-ed98538b4fa6
"Letort, Gaelle",BSD-3-Clause,https://github.com/gletort/NeubiasPasteur2023_AdvancedCellPose,NeubiasPasteur2023_AdvancedCellPose,,Tutorial for running CellPose advanced functions,Unknown,Unknown,bioimage analysis * artificial intelligence * include in DALIA,,,,competent,,Unknown,Unknown,Unknown,Unknown,a90f84a9-65c3-4b21-855c-14d89d0e5460
Andrii Iudin * Anna Foix-Romero * Anna Kreshuk * Awais Athar * Beth Cimini * Dominik Kutra * Estibalis Gomez de Mariscal * Frances Wong * Guillaume Jacquemet * Kedar Narayan * Martin Weigert * Nodar Gogoberidze * Osman Salih * Petr Walczysko * Ryan Conrad * Simone Weyend * Sriram Sundar Somasundharam * Suganya Sivagurunathan * Ugis Sarkans,CC-BY-4.0,https://www.ebi.ac.uk/training/materials/microscopy-data-analysis-machine-learning-and-the-bioimage-archive-materials/,Microscopy data analysis: machine learning and the BioImage Archive,,"The Microscopy data analysis: machine learning and the BioImage Archive course, which focused on introducing programmatic approaches used in the analysis of bioimage data via the BioImage Archive, ran in May 2023.",Unknown,Unknown,BioImage Analysis * Python * artificial intelligence * include in DALIA,en,Presentation,video * presentation,competent,,Unknown,Unknown,Unknown,Unknown,084549a1-f7fb-4634-8b67-40ea1c10a432
"Haase, Robert",CC-BY-4.0,https://doi.org/10.5281/zenodo.10972692,Kollaboratives Arbeiten und Versionskontrolle mit Git,,"Gemeinsames Arbeiten im Internet stellt uns vor neue Herausforderungen: Wer hat eine Datei wann hochgeladen? Wer hat zum Inhalt beigetragen? Wie kann man Inhalte zusammenfuehren, wenn mehrere Mitarbeiter gleichzeitig Aenderungen gemacht haben? Das Versionskontrollwerkzeug git stellt eine umfassende Loesung fuer solche Fragen bereit. Die Onlineplatform github.com stellt nicht nur Softwareentwicklern weltweit eine git-getriebene Platform zur Verfuegung und erlaubt ihnen effektiv zusammen zu arbeiten. In diesem Workshop lernen wir:

Infuerung in FAIR-Prinzipien im Softwarecontext
Arbeiten mit git: Pull-requests
Aufloesen von Merge-Konflikten
Automatisiertes Archivieren von Inhalten nach Zenodo.org
Eigene Webseiten auf github.io publizieren
",Unknown,.pdf * .pptx,Research Data Management * FAIR-Principles * Git * Zenodo * include in DALIA,de,Presentation,presentation,advanced beginner,2024-04-15,Unknown,Unknown,Unknown,Unknown,44b912cb-840e-4a72-8380-aef245c23c33
"Haase, Robert",CC-BY-4.0,https://doi.org/10.5281/zenodo.10990107,"Open Science, Sharing & Licensing",,"Wir tauchen ein in die Welt der Open Science und definieren Begriffe wie Open Source, Open Access und die FAIR-Prinzipien (Findable, Accessible, Interoperable and Reuasable). Wir diskutieren, wie diese Methoden der [wissenschaftlichen] Kommunikation und des Datenmanagements die Welt ver&auml;ndern und wie wir sie praktisch in unsere Arbeit integrieren k&ouml;nnen. Dabei spielen Aspekte wie Copyright und Lizenzierung eine wichtige Rolle.",Unknown,.pdf * .pptx,Research Data Management * Open Access * FAIR-Principles * Licensing * include in DALIA,de,Presentation,presentation,novice,2024-04-18,Unknown,Unknown,Unknown,Unknown,ce5881a4-a19c-4fb2-a72d-281cd50fd148
"Haase, Robert",CC-BY-4.0,https://doi.org/10.5281/zenodo.10970869,Datenmanagement,,"In dieser Data Management Session wird der Lebenszyklus von Daten n&auml;her beleuchtet. Wie entstehen Daten, was passiert mit ihnen, wenn sie verarbeitet werden? Wem geh&ouml;ren die Daten und wer ist daf&uuml;r verantwortlich, sie zu ver&ouml;ffentlichen, zu archivieren und gegebenenfalls wiederzuverwenden? Wir werden einen Datenmanagementplan in Gruppenarbeit entwerfen, ggf. mit Hilfe von ChatGPT.",Unknown,.docx * .pdf * .pptx,Research Data Management * include in DALIA,de,Presentation,presentation,novice,2024-04-14,Unknown,Unknown,Unknown,Unknown,5f7e6519-a97d-4bca-8837-a67b531797f5
"Haase, Robert",CC-BY-4.0,https://doi.org/10.5281/zenodo.11066250,Cultivating Open Training to advance Bio-image Analysis,,"
These slides introduce current challenges and potential solutions for openly sharing training materials, focusing on bio-image analysis. In this field a lot of training materials circulate in private channels, but openly shared, reusable materials, according to the FAIR-principles, are still rare. Using the CC-BY license and publicly acessible repositories are proposed to fill this gap.
",Unknown,.odp * .pdf * .pptx,Research Data Management * Licensing * FAIR-Principles * include in DALIA,en,Presentation,presentation,advanced beginner,2024-04-25,Unknown,Unknown,Unknown,Unknown,3098ea69-e657-455c-ae07-f6130b0c5663
Estibaliz Gómez de Mariscal,CC-BY-4.0,https://f1000research.com/slides/13-147,FAIRy deep-learning for bioImage analysis,,"Introduction to FAIR deep learning. Furthermore, tools to deploy trained DL models (deepImageJ), easily train and evaluate them (ZeroCostDL4Mic and DeepBacs) ensure reproducibility (DL4MicEverywhere), and share this technology in an open-source and reproducible manner (BioImage Model Zoo) are introduced.",Unknown,Unknown,artificial intelligence * FAIR-Principles * BioImage Analysis * include in DALIA,en,Presentation,presentation,competent,,Unknown,Unknown,Unknown,Unknown,c9b0b3fa-d2cc-4df8-9c2a-53af9c53ffde
"Massei, Riccardo",MIT,https://github.com/rmassei/2024-jn-omero-pipeline,OMERO - HCS analysis pipeline using Jupyter Notebooks,,"Material and solutions for the course 'Bioimage data management and analysis with OMERO' held in Heidelberg (13th May 2024) - Module 3 (1.45 pm - 3.45 pm): OMERO and Jupyter Notebooks. Main goal of the workflow is to show the potential of JN to perform reproducible image analysis in connection with an OMERO instance. In this specific example, we are performing a simple nuclei segmentation from raw images uploaded in OMERO.",Unknown,Unknown,Teaching * Bioimage Analysis * Notebooks * Python * OMERO * include in DALIA,en,,,advanced beginner,,Unknown,Unknown,Unknown,Unknown,c0ff9aca-cc00-4c5b-af52-ebc2a71f2c77
Isabel Kemmer * Euro-BioImaging ERIC,CC-BY-4.0,https://doi.org/10.5281/zenodo.11474407,Euro-BioImaging's Guide to FAIR BioImage Data - Practical Tasks,,"Hands-on exercises on FAIR Bioimage Data from the interactive online workshop ""Euro-BioImaging's Guide to FAIR BioImage Data 2024"" (https://www.eurobioimaging.eu/news/a-guide-to-fair-bioimage-data-2024/).&nbsp; Types of tasks included: FAIR characteristics of a real world dataset Data Management Plan (DMP) Journal Policies on FAIR data sharing Ontology search Metadata according to REMBI scheme (Image from: Sarkans, U., Chiu, W., Collinson, L. et al. REMBI: Recommended Metadata for Biological Images&mdash;enabling reuse of microscopy data in biology. Nat Methods 18, 1418&ndash;1422 (2021). https://doi.org/10.1038/s41592-021-01166-8) Matching datasets to bioimage repositories Browsing bioimage repositories",Unknown,.pdf,Bioimage Analysis * FAIR-Principles * Research Data Management * include in DALIA,en,Tutorial * Presentation,presentation,advanced beginner,2024-06-04,Unknown,Unknown,Unknown,Unknown,f3192992-e891-46df-baf1-cb1de1769bf4
Marcelo Zoccoler * Simon Bekemeier * Tom Boissonnet * Simon Parker * Luca Bertinetti * Marc Gentzel * Riccardo Massei * Cornelia Wetzker,CC-BY-4.0,https://doi.org/10.5281/zenodo.11548617,From Paper to Pixels: Navigation through your Research Data - presentations of speakers,,"The workshop introduced key topics of research data management (RDM) and the implementation thereof on a life science campus. Internal and external experts of RDM including scientists that apply chosen software tools presented the basic concepts and their implementation to a broad audience.&nbsp;
Talks covered general aspects of data handling and sorting, naming conventions, data storage repositories and archives, licensing of material, data and code management using git, data protection particularly regarding patient data and in genome sequencing and more. Two data management concepts and exemplary tools were highlighted in particular, being electronic lab notebooks with eLabFTW and the bio-image management software OMERO. Those were chosen because of three aspects: the large benefit of these management tools for a life science campus, their free availability as open source tools with the option of contribution of required functionalities and first existing use cases on campus already supported by CMCB/PoL IT.
Two talks by Robert Haase (ScaDS.AI/ Uni Leipzig) and Robert M&uuml;ller (Kontaktstelle Forschungsdaten, TU Dresden with contributions from Denise D&ouml;rfel) that opened the symposium were shared independently:
https://zenodo.org/records/11382341
https://zenodo.org/records/11261115
The workshop organization was funded by the CMCB/PoL Networking Grant and supported by the consortium NFDI4BIOIMAGE (funded by DFG grant number NFDI 46/1, project number 501864659).",Unknown,.pdf * .pptx,Research Data Management * include in DALIA,en,Presentation,presentation,advanced beginner,2024-06-10,Unknown,Unknown,Unknown,Unknown,5033c46d-a160-4471-96da-b22e6c72d17b
Sarah Weischer * Jens Wendt * Thomas Zobel,CC-BY-4.0,https://zenodo.org/doi/10.5281/zenodo.8139353,High throughput & automated data analysis and data management workflow with Cellprofiler and OMERO,,"In this workshop a fully integrated data analysis solutions employing OMERO and commonly applied image analysis tools (e.g., CellProfiler, Fiji) using existing python interfaces (OMERO Python language bindings, ezOmero, Cellprofiler Python API) is presented.",Unknown,.zip,OMERO * Data Analysis * Bioimage Analysis * include in DALIA,en,Other,,competent,,Unknown,Unknown,Unknown,Unknown,71149557-83a7-4005-996a-e3bfda299066
Anca Margineanu * Chiara Stringari * Marcelo Zoccoler * Cornelia Wetzker,CC-BY-4.0,https://zenodo.org/doi/10.5281/zenodo.10886749,"A Glimpse of the Open-Source FLIM Analysis Software Tools FLIMfit, FLUTE and napari-flim-phasor-plotter",,"The presentations introduce open-source software to read in, visualize and analyse fluorescence lifetime imaging microscopy (FLIM) raw data developed for life scientists. The slides were presented at German Bioimaging (GerBI) FLIM Workshop held February 26 to 29 2024 at the Biomedical Center of LMU München by Anca Margineanu, Chiara Stringari and Conni Wetzker. ",Unknown,.pdf * .pptx,Bioimage Analysis * Flim * include in DALIA,en,Presentation,presentation,advanced beginner,,Unknown,Unknown,Unknown,Unknown,27a998d0-a946-41df-9775-12941574693e
Pia Voigt * Carolin Hundt,CC-BY-4.0,https://doi.org/10.5281/zenodo.11107798,"Datenmanagement im Fokus: Organisation, Speicherstrategien und Datenschutz",," Workshop zum Thema &bdquo;Datenmanagement im Fokus: Organisation, Speicherstrategien und Datenschutz&ldquo; auf der Data Week Leipzig
Der Umgang mit Daten ist im Alltag nicht immer leicht: Wie und wo speichert man Daten idealerweise? Welche Strategien helfen, den &Uuml;berblick zu behalten und wie geht man mit personenbezogenen Daten um? Diese Fragen m&ouml;chten wir gemeinsam mit Ihnen anhand individueller Datenprobleme besprechen und Ihnen L&ouml;sungen aufzeigen, wie Sie ihr Datenmanagement effizient gestalten k&ouml;nnen.",Unknown,.pdf,Research Data Management * include in DALIA,de,Presentation,presentation,advanced beginner,2024-04-19,Unknown,Unknown,Unknown,Unknown,813ff28c-bb80-4c9f-a2e5-03e58a7a47a5
"Chiesa, Stefano Della",CC-BY-4.0,https://doi.org/10.5281/zenodo.10942559,Sustainable Data Stewardship,," These slides were presented at the 2. SaxFDM-Beratungsstammtisch and delve into the strategic integration of Research Data Management (RDM) within research organizations. The Leibniz IOER presented an insightful overview of RDM activities and approaches, emphasizing the criticality of embedding RDM strategically within research institutions. The presentation showcases some best practices in RDM implementation through practical examples, offering valuable insights for optimizing data stewardship processes.",Unknown,.pdf,Research Data Management * Data Stewardship * include in DALIA,en,Presentation,presentation,advanced beginner,2024-03-25,Unknown,Unknown,Unknown,Unknown,db291fd5-dd30-4c2a-b1a8-1d42f0986ed8
"Haase, Robert",CC-BY-4.0,https://doi.org/10.5281/zenodo.10816895,Cultivating Open Training,,"In this SaxFDM Digital Kitchen, I introduced current challenges and potential solutions for openly sharing training materials, softly focusing on bio-image analysis. In this field a lot of training materials circulate in private channels, but openly shared, reusable materials, according to the FAIR-principles, are still rare. Using the CC-BY license and uploading materials to publicly acessible repositories are proposed to fill this gap.",Unknown,.odp * .pdf * .pptx,Open Science * Research Data Management * FAIR-Principles * Bioimage Analysis * Licensing * include in DALIA,en,Presentation,presentation,advanced beginner,2024-03-14,Unknown,Unknown,Unknown,Unknown,f21196b0-c992-4e89-9121-29411702530e
Elfi Hesse * Jan-Christoph Deinert * Christian Löschen,CC-BY-4.0,https://doi.org/10.5281/zenodo.4461261,"""ZENODO und Co."" Was bringt und wer braucht ein Repositorium?",,Die Online-Veranstaltung fand am 21.01.2021 im Rahmen der SaxFDM-Veranstaltungsreihe &quot;Digital Kitchen - K&uuml;chengespr&auml;che mit SaxFDM&quot; statt. SaxFDM-Sprecherin Elfi Hesse (HTW Dresden) erl&auml;uterte zun&auml;chst Grunds&auml;tzliches zum Thema Repositorien. Anschlie&szlig;end teilten Nutzer (Jan Deinert &ndash; HZDR) und Anbieter (Christian L&ouml;schen &ndash; TU Dresden/ZIH) lokaler Repositorien ihre Erfahrungen mit uns.,Unknown,.pdf,Research Data Management * include in DALIA,de,Presentation,presentation,advanced beginner,2021-01-25,Unknown,Unknown,Unknown,Unknown,55345762-a7c0-4c0b-838a-8e1fa6befa84
"Wünsche, Stephan",CC-BY-4.0,https://doi.org/10.5281/zenodo.11472148,Alles meins – oder!? Urheberrechte klären für Forschungsdaten,,"Wem geh&ouml;ren Forschungsdaten? Diese Frage stellt sich bei Daten, an deren Entstehung mehrere Personen beteiligt waren, und besonders bei Textdaten, Bildern und Videos. Hier lernen Sie, f&uuml;r Ihr eigenes Forschungsvorhaben zu erkennen, wessen Urheber- und Leistungsschutzrechte zu ber&uuml;cksichtigen sind. Sie erfahren, wie Sie mit Hilfe von Vereinbarungen fr&uuml;hzeitig Rechtssicherheit herstellen, etwa um Daten weitergeben oder publizieren zu k&ouml;nnen.
&nbsp;
&nbsp;",Unknown,.pdf,Research Data Management * Licensing * include in DALIA,de,Presentation,presentation,advanced beginner,2024-06-04,Unknown,Unknown,Unknown,Unknown,5111b374-e337-434c-9801-e41f34e32821
